turbine_idx,P_rated_kW,Longitude,Latitude,Method,Unit,Input,Assembly,Maintenance,Transport,Disposal,Total
20980,3000,4.27098,51.27625,EF v3.1 - particulate matter formation - impact on human health,disease incidence,1.5871910850826702e-09,1.3717795222900657e-10,1.5048173128244157e-13,1.279178564828771e-10,-3.4443188886496634e-11,1.8179941866393398e-09
20980,3000,4.27098,51.27625,EF v3.1 - photochemical oxidant formation: human health - tropospheric ozone concentration increase,kg NMVOC-Eq,8.704124516839653e-05,9.474605086596096e-06,1.1616141099678028e-08,2.1540963044307156e-05,-9.23060611584664e-08,0.00011797612337924098
20980,3000,4.27098,51.27625,EF v3.1 - water use - user deprivation potential (deprivation-weighted water consumption),m3 world eq. deprived,0.008802042588597667,0.0017536599829391707,3.0002829528375935e-07,0.00019198804310267204,-1.728037701992508e-06,0.0107462626052328
20981,3000,4.24892,51.27651,EF v3.1 - acidification - accumulated exceedance (AE),mol H+-Eq,9.778258788220989e-05,1.0262155084422297e-05,9.691868535943929e-09,1.5095460565870442e-05,-6.502427623544347e-08,0.00012308487112480313
20981,3000,4.24892,51.27651,EF v3.1 - climate change - global warming potential (GWP100),kg CO2-Eq,0.018850877858962046,0.002394798108000379,2.7749005252183113e-06,0.002413555837835398,-4.6841924590394265e-05,0.023615164780732646
20981,3000,4.24892,51.27651,EF v3.1 - climate change: biogenic - global warming potential (GWP100),kg CO2-Eq,2.5481626059390492e-05,5.2513165711486595e-06,1.3265307152935994e-09,9.237619351978405e-07,-6.602971901046679e-09,3.165142812455124e-05
20981,3000,4.24892,51.27651,EF v3.1 - climate change: fossil - global warming potential (GWP100),kg CO2-Eq,0.01877246054593575,0.0023861958158074015,2.7722983736976062e-06,0.0024092330219097026,-4.682916324097901e-05,0.02352383251878557
20981,3000,4.24892,51.27651,EF v3.1 - climate change: land use and land use change - global warming potential (GWP100),kg CO2-Eq,5.293568696690468e-05,3.350975621829027e-06,1.2756208054112795e-09,3.3990539904966755e-06,-6.15837751420279e-09,5.968083382252159e-05
20981,3000,4.24892,51.27651,EF v3.1 - ecotoxicity: freshwater - comparative toxic unit for ecosystems (CTUe),CTUe,0.09565730972383053,0.012842146514965187,2.2576741292404565e-05,0.01455350253910398,-0.0002587970541304683,0.12281673846506164
20981,3000,4.24892,51.27651,"EF v3.1 - ecotoxicity: freshwater, inorganics - comparative toxic unit for ecosystems (CTUe)",CTUe,0.08707661096969689,0.012341206188004673,1.908497525987737e-05,0.013769639417490237,-0.00025294570984538275,0.1129535958406063
20981,3000,4.24892,51.27651,"EF v3.1 - ecotoxicity: freshwater, organics - comparative toxic unit for ecosystems (CTUe)",CTUe,0.00858069875413365,0.0005009403269605148,3.491766032527191e-06,0.0007838631216137384,-5.851344285085638e-06,0.009863142624455345
20981,3000,4.24892,51.27651,EF v3.1 - energy resources: non-renewable - abiotic depletion potential (ADP): fossil fuels,"MJ, net calorific value",0.2081155797714253,0.048420694180944475,3.66909504820884e-05,0.03280805812481606,-0.00019255112884876549,0.2891884718988192
20981,3000,4.24892,51.27651,EF v3.1 - eutrophication: freshwater - fraction of nutrients reaching freshwater end compartment (P),kg P-Eq,7.292194000220363e-06,8.46725403737546e-07,3.661873185620836e-10,2.0588741600246626e-07,-2.041678926014834e-09,8.343131328352923e-06
20981,3000,4.24892,51.27651,EF v3.1 - eutrophication: marine - fraction of nutrients reaching marine end compartment (N),kg N-Eq,2.2949343452824107e-05,2.307515703421288e-06,2.5004434817178654e-09,6.444175617010721e-06,-2.8084896825862162e-08,3.167545031991197e-05
20981,3000,4.24892,51.27651,EF v3.1 - eutrophication: terrestrial - accumulated exceedance (AE),mol N-Eq,0.00020611601307373437,2.37384008166802e-05,2.6123382491860337e-08,6.950779923863886e-05,-2.6816136630281176e-07,0.0002991201751452425
20981,3000,4.24892,51.27651,EF v3.1 - human toxicity: carcinogenic - comparative toxic unit for human (CTUh),CTUh,1.3539959512273595e-10,9.55282072141682e-12,2.4917765345136415e-15,1.1793004829775844e-12,-7.862705825419876e-13,1.4534793752112287e-10
20981,3000,4.24892,51.27651,"EF v3.1 - human toxicity: carcinogenic, inorganics - comparative toxic unit for human (CTUh)",CTUh,1.0462333957715845e-10,6.5511723574476265e-12,1.1532198442924916e-15,5.816085899505444e-13,-5.201246589464619e-15,1.1175207249781145e-10
